 CustomerID , Age , Gender , Region , SubscriptionPlan , Tenure months , MonthlySpend , SupportTickets , LastLoginDaysAgo , Churn , ChurnStatus 
 CUST1465 , 21.00 , Male , North , Premium , 10.00 , ? 571.38 , 1.00 , 65.00 , -   , Stayed 
 CUST1466 , 23.00 , Male , South , Basic , 24.00 ," ? 1,316.30 ", 2.00 , 62.00 , -   , Stayed 
 CUST1467 , 62.00 , Male , East , Basic , 8.00 , ? 814.36 , 1.00 , 82.00 , -   , Stayed 
 CUST1468 , 49.00 , Male , East , Premium , 24.00 , ? 469.15 , -   , 27.00 , 1.00 , Churned 
 CUST1469 , 69.00 , Male , North , Basic , 16.00 ," ? 1,097.03 ", 1.00 , 16.00 , -   , Stayed 
 CUST1470 , 47.00 , Male , South , Standard , 26.00 , ? 559.31 , 4.00 , 5.00 , 1.00 , Churned 
 CUST1471 , 64.00 , Female , North , Standard , 27.00 , ? 417.08 , 2.00 , 18.00 , -   , Stayed 
 CUST1472 , 52.00 , Female , North , Basic , 4.00 ," ? 1,334.38 ", 1.00 , 55.00 , 1.00 , Churned 
 CUST1473 , 57.00 , Male , South , Premium , 24.00 , ? 852.19 , 1.00 , 27.00 , -   , Stayed 
 CUST1474 , 69.00 , Male , South , Basic , 19.00 ," ? 1,199.14 ", 3.00 , 65.00 , 1.00 , Churned 
 CUST1475 , 33.00 , Male , West , Basic , 10.00 , ? 648.71 , 1.00 , 37.00 , -   , Stayed 
 CUST1476 , 30.00 , Female , South , Premium , 25.00 ," ? 1,244.36 ", 2.00 , 36.00 , -   , Stayed 
 CUST1477 , 67.00 , Female , East , Premium , 18.00 , ? 434.32 , 3.00 , 67.00 , 1.00 , Churned 
 CUST1478 , 59.00 , Female , North , Standard , 19.00 , ? 727.17 , -   , 85.00 , -   , Stayed 
 CUST1479 , 47.00 , Female , North , Premium , 10.00 ," ? 1,473.67 ", -   , 89.00 , -   , Stayed 
 CUST1480 , 36.00 , Female , East , Standard , 33.00 ," ? 1,252.79 ", -   , 48.00 , -   , Stayed 
 CUST1481 , 34.00 , Female , South , Premium , 5.00 , ? 896.71 , 2.00 , 42.00 , -   , Stayed 
 CUST1482 , 36.00 , Female , East , Basic , 35.00 , ? 707.73 , 1.00 , 35.00 , -   , Stayed 
 CUST1483 , 45.00 , Female , East , Standard , 34.00 ," ? 1,346.56 ", 2.00 , 57.00 , -   , Stayed 
 CUST1484 , 43.00 , Female , West , Standard , 33.00 , ? 953.82 , -   , 12.00 , -   , Stayed 
 CUST1485 , 54.00 , Male , East , Standard , 21.00 ," ? 1,210.11 ", 2.00 , 51.00 , 1.00 , Churned 
 CUST1486 , 43.00 , Male , North , Basic , 17.00 ," ? 1,204.93 ", 1.00 , 57.00 , -   , Stayed 
 CUST1487 , 40.00 , Male , East , Basic , 22.00 , ? 321.53 , -   , 31.00 , 1.00 , Churned 
 CUST1488 , 26.00 , Male , North , Basic , 15.00 , ? 451.50 , 1.00 , 80.00 , 1.00 , Churned 
 CUST1489 , 29.00 , Female , North , Basic , 35.00 ," ? 1,091.56 ", 3.00 , 59.00 , -   , Stayed 
 CUST1490 , 18.00 , Female , North , Basic , 28.00 , ? 493.94 , 2.00 , 82.00 , -   , Stayed 
 CUST1491 , 18.00 , Male , South , Standard , 7.00 , ? 606.59 , 2.00 , 57.00 , -   , Stayed 
 CUST1492 , 64.00 , Female , West , Basic , 32.00 ," ? 1,435.97 ", -   , 55.00 , -   , Stayed 
 CUST1493 , 51.00 , Male , North , Standard , 11.00 , ? 972.22 , 5.00 , 27.00 , 1.00 , Churned 
 CUST1494 , 49.00 , Female , North , Basic , 10.00 ," ? 1,200.88 ", 1.00 , -   , -   , Stayed 
 CUST1495 , 65.00 , Male , South , Premium , 9.00 , ? 969.58 , 1.00 , 41.00 , -   , Stayed 
 CUST1496 , 42.00 , Female , North , Standard , 14.00 , ? 963.02 , 3.00 , 81.00 , -   , Stayed 
 CUST1497 , 57.00 , Female , East , Premium , 13.00 , ? 412.98 , 2.00 , 47.00 , -   , Stayed 
 CUST1498 , 62.00 , Male , East , Standard , 25.00 , ? 712.40 , 2.00 , 39.00 , -   , Stayed 
 CUST1499 , 18.00 , Female , West , Premium , 2.00 , ? 638.92 , 1.00 , 62.00 , -   , Stayed 
